R03892	158.108840	158.108840
R03908	144.125320	144.125320
R10819	164.156480	164.156480
R03925	158.115440	158.115440
R03959	142.109440	142.109440
R06989	142.109440	142.109440
R03966	158.108840	158.108840
R10170	176.167180	176.167180
R04010	149.212880	149.212880
R04040	152.233440	152.233440
R04736	128.172280	128.172280
R04100	947.820726	947.820726
R04134	172.135420	172.135420
R04154	196.120360	196.120360
R10279	548.329564	548.329564
R04161	168.146720	168.146720
R04165	330.461100	330.461100
R05098	130.141800	130.141800
R05844	368.426260	368.426260
R05516	548.329564	548.329564
R04259	176.554500	176.554500
R04260	142.109440	142.109440
R06990	142.109440	142.109440
R04266	533.318224	533.318224
R05824	351.418920	351.418920
R04345	210.999560	210.999560
R04379	216.144920	216.144920
R04383	176.124120	176.124120
R05300	156.136020	156.136020
R09229	156.136020	156.136020
R05071	132.114620	132.114620
R04420	260.201982	260.201982
R04482	202.118340	202.118340
R07839	202.118340	202.118340
R04489	186.118940	186.118940
R04510	156.136020	156.136020
R08706	621.337224	621.337224
R04538	248.191620	248.191620
R04565	336.465680	336.465680
R04576	174.538620	174.538620
R04578	184.232240	184.232240
R04640	577.331024	577.331024
R04671	400.680120	400.680120
R04686	326.298620	326.298620
R04756	945.804846	945.804846
R09780	260.135782	260.135782
R05645	290.161762	290.161762
R04801	538.888520	538.888520
R06960	538.888520	538.888520
R05341	536.872640	536.872640
R06963	536.872640	536.872640
R06962	536.872640	536.872640
R04804	384.637660	384.637660
R04147	359.398040	359.398040
R05814	938.901555	938.901555
R04978	586.678020	586.678020
R05043	282.419840	282.419840
R05048	513.185606	513.185606
R05056	334.449800	334.449800
R05057	334.449800	334.449800
R05058	334.449800	334.449800
R05069	146.141200	146.141200
R05125	297.348360	297.348360
R05137	192.168120	192.168120
R05609	873.656066	873.656066
R05610	873.656066	873.656066
R05176	619.367704	619.367704
R05177	880.976300	880.976300
R06502	302.451000	302.451000
R11034	528.298404	528.298404
R05527	530.314284	530.314284
R05394	222.172640	222.172640
R05389	172.135420	172.135420
R08278	277.085362	277.085362
R07995	272.252780	272.252780
R07321	584.870840	584.870840
R07320	600.870240	600.870240
R06948	600.870240	600.870240
R06949	600.870240	600.870240
R06950	600.870240	600.870240
R06556	256.253380	256.253380
R06422	154.249320	154.249320
R06418	152.233440	152.233440
R07725	254.237500	254.237500
R06730	185.220300	185.220300
R06380	152.233440	152.233440
R06381	152.233440	152.233440
R05642	242.226800	242.226800
R07707	194.228600	194.228600
R05656	194.228600	194.228600
R05826	292.374900	292.374900
R06424	546.313684	546.313684
R06437	546.313684	546.313684
R08597	530.314284	530.314284
R06433	530.314284	530.314284
R08593	530.314284	530.314284
R06440	528.298404	528.298404
R06589	259.151022	259.151022
R06628	543.356104	543.356104
R06676	396.346940	396.346940
R06681	410.373520	410.373520
R06951	600.870240	600.870240
R06912	206.194700	206.194700
R06922	236.177620	236.177620
R06933	222.194100	222.194100
R06988	125.125280	125.125280
